id,predicted_price
2591820310,472329.2813
7974200820,771460.0625
7701450110,897668.0625
9522300010,1211630.375
9510861140,584694.0625
1761300310,225608.4531
7732410120,965027.6875
7010701383,837630.5
291310170,412740.8125
4232901990,719770.125
6840701125,612058.875
3971700580,338928.8438
4202400078,308462.9688
6064800090,323339.9688
2626119028,267003.4375
3303980660,775532.375
862000020,1302267.875
2386000070,981919.125
1138000450,297303.9063
1775800420,628783.3125
2291401425,337142.1875
2025770560,697424.5
3525069037,624552.5
9324800450,587485.125
8080400136,1080047.625
8651540040,745750.625
9407001790,322485.4688
1773101530,307081.2188
9432900250,426153.3438
1794500695,793097
2220069003,259752.7344
923000120,533829.25
5728000060,645967.4375
16000200,225782.2969
1926059094,717786.375
6672900220,738446
3629860060,688947
1822069109,478114.5938
6675500105,273700.2813
249000180,807613.875
226059065,426934.0313
396100110,341455.6875
9264450460,379976.3438
7853361210,576517.0625
9474700020,310034.5313
421000455,211999.8906
3755200220,393678.9063
7960100075,542926.125
9477100490,398839.9063
9138100350,635251
1624049275,410395.625
2770606890,463012.8125
1157200189,386027.3125
2770601800,739536.375
9301300805,540802.625
2325069032,962438.75
1021079099,338700.0938
7215730040,662558.75
1853200080,567970.625
3224600340,745830.1875
3222049120,507480.4063
2113700025,301439.0938
7893207925,195068.1406
3586501085,669986.0625
8024200010,355229.75
7116500705,273650.75
1598600209,454800.125
7204200025,560342.9375
4206901505,650161.9375
2937300440,993285.0625
7205000180,179734.2188
8718500665,455567.9063
5318101765,1275674.375
4122700020,658803.375
8078700020,524849
3303980680,697328.25
8924100372,1201274.625
2781270210,368811.2813
519000043,724729.5
3225069301,1026500.375
151000075,520890.3438
2297400020,363228.0313
6617500085,442374.4375
104510180,249548.125
3528900060,1111494.625
3345100286,542485.75
1226039130,387468.2813
8712100720,764191.875
3037200010,625593.8125
3626039268,310364.9063
104510230,271656.9688
5112800060,452965.4063
6072400280,482819.1875
5317100570,1372224.375
9528102993,597939.5625
2919201095,633945.8125
6181400920,428296.0313
185000161,394333.7188
8691400010,863952.75
3345700165,671462.6875
6151800486,589935.9375
4340000080,1227374.375
4136960010,651518.25
3634100030,295094.8438
1624059224,769893.875
2788400090,443107.5313
9828200762,752247.125
7524400250,450164.6563
3528000290,703068.375
5700003630,1308819.375
2720069019,334485.6563
7227501170,198563.5625
2397101270,728517.5
6792100090,873981.75
2770602265,623933.0625
3971700937,321317.4063
422049203,378292.9688
3076500830,349707.7188
1423400260,220037.0781
9161100795,490338.125
3126049052,403073.8438
5100401468,520774.125
514500235,336036.8438
1423200170,221934.9531
1402100070,411481.0313
624110020,816479.75
2407000145,173508.8906
1890000225,783909.1875
1320069271,258819.7656
5490700085,290488.8438
263000155,484974.8438
3726800201,383763.0313
5153200358,241089.0156
2725079018,626062.625
7165700200,248621.6719
9429000170,379574.0313
8718500075,406415.9063
1760650950,256076.2656
1068000559,993237.1875
4113800500,678619.5625
4077800507,859754.3125
2725069150,894883
4008400035,499273.9063
7016310270,385179.125
1432701230,176019.4531
3278606050,345152.5313
2473350710,482888.5625
2185000685,280960.9688
7792000025,544674.5625
6868200029,608652.25
624069003,648124
7431500280,901113.1875
3296000040,673796.625
1118001215,1740754.125
6453900040,991769.4375
333100209,635689.625
34001765,543805.6875
8946700100,365599.375
5561401210,801004.3125
6671900095,293608.5938
3275850020,636139.3125
3876300600,377069.5938
1450900020,234746.2188
8562780280,399693.7188
7663700973,590341
2126049032,273271.7188
1823059159,396220.125
3438503426,281805.2813
9297301495,553074.875
7140700850,548016.25
7942601805,712591.75
2555900030,276289.125
2887970040,421439.7188
7419700010,494254.5938
2239000011,406286.2188
9283800050,764385.25
9407001340,384740.1563
217500140,410856.2188
7212660520,448002.9375
3298201170,414409.0938
3057000400,478714.4063
6865200444,622465.0625
6071600340,539219.625
6821600005,861977.625
1235100371,1149809.125
7796450340,373496.0625
3603000410,221950.2031
9297300255,524720.125
9126100850,618194.875
2770601462,596465.75
2599001500,275085.375
1102000095,642434.5625
1853080640,859107.375
9551201585,743220.75
3438500796,254252.4219
7518504291,488101.5625
9269200340,414109
715010130,1571055.875
1982201485,601945.625
9526500080,403880.875
9277200180,582793
6669150280,294761.0313
8917100153,760624.5625
3760500516,999680.25
2725069050,821401.9375
3332000091,534519.25
8562770080,684389.75
8151601190,533186.8125
8563040160,693635.25
240000269,324070.4688
4307350200,287591.0938
1311910300,162015.5781
3574900030,604428.375
7853230570,508262.3125
320069049,232604.9688
9839301060,811864.25
7011201333,783048.5
2781320100,348785.875
3421069120,593450.75
7852030320,537364
5316101075,1316465.5
5309100750,471419.5938
629000730,962916.625
511700170,320134.375
1562100030,812512.5
2489200230,365893.2813
524069116,425492.9063
5315100737,657816.9375
1868900675,571668.375
1608000120,540584.0625
705700240,271958.5625
7575600610,206375.3281
1778500015,703133.375
5423500240,181350.7031
6713700025,421706.1563
2734100734,230630.8594
301402280,362506.7813
2113700205,244979.625
4114601570,1557968.375
3332000615,307290.4688
3630050180,398588.9063
6852700520,563343.6875
6870310010,682479.5
6163900981,232354.1719
393000142,392466.9063
1771100130,252295.9219
1442860160,672094.5
9191200435,621186.5
6788200800,903491.375
1115300070,420032.7813
3176600105,904325.0625
2770604665,852014.375
5469500580,761623.625
5680000545,597379.625
3424089119,318958.1563
1328300180,277075.0625
1773100922,314997.7188
4123830480,506789.1875
9808610190,705654.125
4250200140,240376.1563
4217402115,1715119.375
3831250350,513957.25
2397101055,845741.5
6817850110,820561.875
7526800200,726946.8125
7853370100,494700.9688
2523089025,884897.625
9476200680,327389.75
5714200140,462685.7188
3575304895,556049.8125
263000018,391418.5313
8080400177,1115371
6450304130,398957.5
514500090,597534.1875
9477000300,185504.25
853600310,1100555.125
1951600240,181846.5
1099900120,380539.25
5323100120,549301.625
1223089016,390311.2813
522059172,231156.9375
1930300190,782247
9542840410,265959.9063
8665050530,501472.7188
5592900205,403916.5
5450300010,643416.3125
2459960030,333215.1563
3331500455,295130.2188
3432500705,352713.8125
3702900165,353975.3438
5249803550,687544.625
626049058,290708.9375
1788900380,169916.0625
8075400360,589261.875
9113200250,833054.625
2738640040,690133.375
7821200307,450292.7813
3530440140,229311.2813
3582700130,533949.5
9276200569,534364
7197800020,581573.9375
686200490,546458.3125
3501600100,772857.5
6383000690,762628.375
7604400150,312541.9375
5249801411,397664.5313
2607720420,325872.875
9561100010,381875.0625
1796370590,244426.9219
4077800593,676454.5
854000165,277276.8125
5536100010,1832819.875
4188000670,895970.125
31000165,978322.625
662350050,898857.125
4137000280,329857.2813
6169901130,1023730.125
1953400510,260860.9219
7518506716,740707.125
1552520010,369861.7813
7955080270,431000.7813
9212900100,820702.5
3438500798,255290.1406
7899800890,379436.2188
4319200605,431690.0625
1329300480,272780.875
8935100100,852237.125
5016001260,585044.75
4337600280,208506.9063
1446401220,141751.2344
7135521530,680729.1875
6888900115,546868.625
2413301070,322190.2813
345700040,233170.5781
5566100145,357864.4688
7634800070,479378.125
9346910500,617030.75
3529300060,260305.9844
8128600060,994754
8572900275,411281.7813
4139420590,1383826.25
9274200322,570172.25
1472700200,767557.5625
8820903380,452484
8563010130,809137.875
8965450110,849030.375
9274204230,537142.75
8165501700,258795.2656
2193340260,640668.4375
1860600290,1006845.063
1222000055,284683.625
2492200280,497663.2813
2488200455,404213.5938
809001520,887477.5625
1796361140,329081.125
6398000011,722788.5
6813600365,479611.5
7504100920,592682.125
8835770330,766717.1875
524059322,790060.1875
4307330280,378999.1875
1245002952,981215.25
2021069059,298114.6563
5700000595,725917.875
3629970930,599944
3336002215,342607.7813
5100401060,484701.25
3278600750,362612.7813
1126069045,850174.4375
7568700175,340114.4688
452001475,471675.0625
9283800230,768358.75
1737300130,481744.8125
6189600040,415131.7188
3679400025,614983.375
1096100010,262306.1563
9513900050,263045.5938
5452800645,1080409.75
273800100,357662.0625
7228500037,620919.625
808300090,401152.8438
2493200215,653606.125
5035300255,877610.25
3380900160,435889.3125
3630000130,363658.4375
7300400670,374167.3438
6798100070,292315.4375
8078400010,483641.125
5566100060,356116.9063
2768200212,596261.6875
4035900060,665408.5625
9460000110,297559.5313
7199320190,273925.0313
2225039081,1240199.125
9512200050,797145.625
2634500085,334184.7813
3654800200,303785.7188
2724079090,735381.0625
2597520720,843996.125
3034200426,465476.8438
984000130,412959.5313
7852020670,491096.125
7923500060,613119.4375
2310030510,470448.875
2205500540,536293.5
2493200015,504652.5313
7853361420,563892.5
5652600605,394156.4375
5285200020,483648.5313
9406530150,360714.7188
5706300020,606852.0625
3278602490,499936.25
7197000100,483767.5938
4447300008,897671.875
7899800045,253445.2344
9250900095,339414.2188
9268851740,632028.125
8682261440,615048.375
7284900385,623336.1875
8079040300,540084.8125
2225300585,276256.4375
3223039013,506144.0625
2013801350,211060.3281
4055701110,954475.4375
3578401770,517417.8438
4046500720,641959
6145601745,353941.6563
5207200195,608317.4375
1972201856,573621.8125
7212680080,319611.9688
7277100510,676885.8125
522079022,288797.5
5605000440,907476.625
6632300230,351387.6563
8815400165,671157.625
6708200320,856638.125
2426059076,475982.5938
3260200200,694762.75
2770601741,500457
4338800500,270437.5313
9201000320,678130
7655900038,314772.1875
3625059140,910552
4222310010,168215.3594
2114700115,268954.9063
3291800710,265085.6563
